_ID_;_CATEGORY_;_NAME_;_MODEL_;_SKU_
4848;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Текстовыделители
Канцелярские товары";"Набор текстовыделителей, 4 шт/цвета, 1-4 мм, H-4";;14-3447
4849;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Текстовыделители
Канцелярские товары";"Текстовыделитель, розовый, 1-4 мм, H-4";;14-3449
4850;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Текстовыделители
Канцелярские товары";"Текстовыделитель, желтый, 1-4 мм, H-4";;14-3450
4851;"Канцелярские товары|Офисные принадлежности|Наборы офисные
Канцелярские товары";"Настольная подставка СТАММ Имидж 4 отделения черная";;14-3466
4852;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки гелевые
Канцелярские товары";"Набор гелевых ручек 4 цвета";;14-3467
4853;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки гелевые
Канцелярские товары";"Ручка гелевая, красная, 0,3 мм";;14-3468
4854;"Канцелярские товары|Деловые аксессуары|Бейджи, ленты
Канцелярские товары";"Держатель для пропуска Durable Push Box Trio, 3 отделения, акрил";;14-3480
4855;"Канцелярские товары|Демонстрационное оборудование|Информационные рамки
Канцелярские товары";"Магнитная информационная рамка Durable Duraframe Note, А4, для ведения графиков, чёрный";;14-3533
4856;"Канцелярские товары|Демонстрационное оборудование|Информационные рамки
Канцелярские товары";"Магнитная информационная рамка Durable Duraframe Poster, А2, для плакатов и постеров";;14-3534
4857;"Канцелярские товары|Демонстрационное оборудование|Демосистемы напольные
Канцелярские товары";"Демонстрационная напольная табличка Durable Crystal Sign, А3";;14-3536
4858;"Канцелярские товары|Демонстрационное оборудование|Демосистемы напольные
Канцелярские товары";"Напольный держатель для планшетного ПК Durable Tablet Holder, для планшетов 7-13""";;14-3537
4859;"Канцелярские товары|Демонстрационное оборудование|Демосистемы напольные
Канцелярские товары";"Напольный информационный стенд с магнитной рамкой Durable Duraview, А4";;14-3538
4860;"Канцелярские товары|Демонстрационное оборудование|Демосистемы напольные
Канцелярские товары";"Напольный информационный стенд с магнитной рамкой А3 Durable Duraview";;14-3539
4861;"Канцелярские товары|Демонстрационное оборудование|Демосистемы настенные
Канцелярские товары";"Настенная информационная подставка с магнитной рамкой А4 Durable Duraview";;14-3540
4862;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Маркеры перманентные
Канцелярские товары";"Маркер перманентный светостойкий Centropen, чёрный, 1 мм";;14-3551
4863;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы офсет 70-125 мм
Канцелярские товары";"Папка-регистратор 75 мм, синяя, офсет, с металлической окантовкой";;14-3552
4864;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы офсет 50 мм
Канцелярские товары";"Папка-регистратор 50 мм, синяя, офсет, с металлической окантовкой";;14-3553
4865;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы офсет 50 мм
Канцелярские товары";"Папка-регистратор 50 мм, красная, офсет, с металлической окантовкой";;14-3554
4866;"Канцелярские товары|Офисные принадлежности|Лотки для бумаг горизонтальные
Канцелярские товары";"Лоток горизонтальный 3-х уровневый Erich Krause металлический";;14-3573
4867;"Канцелярские товары|Офисные принадлежности|Ножницы
Канцелярские товары";"Ножницы ErichKrause Dynamic, 210 мм, черные, пластиковые ручки";;14-3581
4868;"Канцелярские товары|Офисные принадлежности|Ножницы
Канцелярские товары";"Ножницы ErichKrause Dynamic, 180 мм, черные пластиковые ручки";;14-3582
4869;"Канцелярские товары|Бумажная продукция|Тетради|Тетради 60-96 листов
Канцелярские товары";"Тетрадь А4, 96 листов, на скрепке, обложка бумвинил";;14-3614
4870;"Канцелярские товары|Бумажная продукция|Тетради|Тетради 60-96 листов
Канцелярские товары";"Тетрадь А5, 96 листов, на скрепке, обложка бумвинил";;14-3627
4871;"Канцелярские товары|Пишущие принадлежности|Точилки
Канцелярские товары";"Точилка пластиковая ArtSpace Сундучок, 1 отверстие, с контейнером, цвет в ассортименте";;14-3635
4872;"Канцелярские товары|Деловые аксессуары|Карты и рамки
Канцелярские товары";"Рамка для фотографий и сертификатов деревянная, 21х30, цвет морилка светлая";;14-3650
4873;"Канцелярские товары|Офисные принадлежности|Клей канцелярский|Клей-карандаш
Канцелярские товары";"Клей-карандаш ErichKrause Magic, 15 г";;14-3663
4874;"Канцелярские товары|Офисные принадлежности|Скрепки|Скрепки 22-28 мм
Канцелярские товары";"Скрепки, 25 мм, никелированные, 100 штук";;14-3664
4875;"Канцелярские товары|Офисные принадлежности|Скрепки|Скрепки 22-28 мм
Канцелярские товары";"Скрепки оцинкованные, 22 мм, 100 штук";;14-3665
4876;"Канцелярские товары|Офисные принадлежности|Дыроколы|Дыроколы мощные
Канцелярские товары";"Дырокол мощный на 2 отверстия до 150 листов чёрный/серый";;14-3671
4877;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые
Канцелярские товары";"Ручка шариковая BiC Round Stic, синяя, 0,4 мм";;14-3673
4878;"Канцелярские товары|Офисные принадлежности|Калькуляторы
Канцелярские товары";"Калькулятор МС2 BCD-888, 12-разрядный, бухгалтерский";;14-3681
4879;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые
Канцелярские товары";"Ручка шариковая BiC Round Stic Exact, синяя, 0,35 мм";;14-3689
4880;"Канцелярские товары|Демонстрационное оборудование|Демосистемы настольные
Канцелярские товары";"Настольный стенд с магнитной рамкой Durable Duraview, А4";;14-3715
4881;"Канцелярские товары|Демонстрационное оборудование|Демосистемы настольные
Канцелярские товары";"Настольный стенд с магнитной рамкой А3 Durable Duraview";;14-3735
4882;"Канцелярские товары|Демонстрационное оборудование|Демосистемы настольные
Канцелярские товары";"Демонстрационная система настольная Durable Sherpa Motion, А4, 10 панелей, 10 табуляторов";;14-3747
4883;"Канцелярские товары|Пишущие принадлежности|Карандаши, грифели|Грифели
Канцелярские товары";"Микрогрифели графитные Pilot 0,5 мм, PPL-5, 12 шт.";;14-3758
4884;"Канцелярские товары|Штемпельная продукция|Датеры
Канцелярские товары";"Датер-мини автоматический Colop S120 пластиковый шрифт 3,8 мм месяц обозначается буквами";;14-3804
4885;"Канцелярские товары|Штемпельная продукция|Датеры
Канцелярские товары";"Датер-мини автоматический Colop S 120/WD с 12 бухгалтерскими терминами месяц буквами";;14-3807
4886;"Канцелярские товары|Демонстрационное оборудование|Демосистемы настольные
Канцелярские товары";"Демонстрационная система настольная Durable Sherpa Style, А4, 10 панелей, 10 табуляторов";;14-3811
4887;"Канцелярские товары|Демонстрационное оборудование|Демосистемы настольные
Канцелярские товары";"Настольный держатель для планшета Durable Tablet Holder";;14-3819
4888;"Канцелярские товары|Штемпельная продукция|Оснастки для печатей, штампов
Канцелярские товары";"Оснастка для печати Colop, пластиковый корпус, в боксе, чёрный корпус, d=40 мм, Printer R40+Box";;14-3823
4889;"Канцелярские товары|Штемпельная продукция|Датеры
Канцелярские товары";"Датер автоматический Colop S2360 Bank Set самонаборный металлический 37х58 мм 4/6 строк съемная рамка касса А/В";;14-3826
4890;"Канцелярские товары|Штемпельная продукция|Датеры
Канцелярские товары";"Датер автоматический Colop S2660-Set-F самонаборный металлический 37х58 мм 4/6 строк съемная рамка касса А/В";;14-3829
4891;"Канцелярские товары|Штемпельная продукция|Подушки сменные
Канцелярские товары";"Подушка штемпельная сменная E/R40 фиолетовая для PRINTER R40, R40 SET, R40 DATER";;14-3830
4892;"Канцелярские товары|Штемпельная продукция|Штампы самонаборные
Канцелярские товары";"Штамп самонаборный Colop Printer 15-Set пластиковый 2 строки";;14-3831
4893;"Канцелярские товары|Штемпельная продукция|Штампы самонаборные
Канцелярские товары";"Штамп самонаборный Colop Printer С 20-Set  пластиковый корпус на 4 строки";;14-3833
4894;"Канцелярские товары|Штемпельная продукция|Штампы самонаборные
Канцелярские товары";"Штамп самонаборный Colop Printer C40-Set-F пластиковый 6 строк, с рамкой 4 строки";;14-3835
4895;"Канцелярские товары|Штемпельная продукция|Штампы самонаборные
Канцелярские товары";"Штамп самонаборный Colop, 25x82 мм, 5/7 строк, 33 знака, Printer 45-Set-F";;14-3836
4896;"Канцелярские товары|Штемпельная продукция|Штампы
Канцелярские товары";"Штамп стандартный Colop Printer C20 3.45 ""Копия верна"" в рамке";;14-3839
4897;"Канцелярские товары|Штемпельная продукция|Штампы
Канцелярские товары";"Штамп стандартный Colop Printer C20 3.12 Оплачено __20__г подпись";;14-3840
4898;"Канцелярские товары|Штемпельная продукция|Штампы
Канцелярские товары";"Штамп стандартный Colop Printer C20 1.2 Оплачено";;14-3841
4899;"Канцелярские товары|Штемпельная продукция|Штампы
Канцелярские товары";"Штамп стандартный Colop Printer C20 1.3 Погашено";;14-3842
4900;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые
Канцелярские товары";"Ручка шариковая, 0,8мм, зеленая";;14-3848
4901;"Канцелярские товары|Штемпельная продукция|Подушки сменные
Канцелярские товары";"Подушка штемпельная сменная E/2600 синяя для 2400, 2460, 2008, 2010, 2000/P, 2000/WD, 2600, 2660, 2660 SET, 2008/P, 2010/P, 3600, 3660";;14-3859
4902;"Канцелярские товары|Штемпельная продукция|Краски штемпельные
Канцелярские товары";"Краска штемпельная Colop 801 красная на водно-глицериновой основе 25 мл";;14-3861
4903;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся 70х67,7 мм 12 штук на листе А4 100 листов в упаковке";;14-3862
4904;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые
Канцелярские товары";"Ручка шариковая, черная, 0,7 мм";;14-3866
4905;"Канцелярские товары|Офисные принадлежности|Наборы офисные
Канцелярские товары";"Настольный набор ErichKrause Victoria 14 предметов чёрный";;14-3874
4906;"Бумага офисная|Бумага форматная белая|Бумага форматная белая А3|Бумага форматная а3 класса а
Бумага офисная";"Бумага А3 IQ Ultra, 80 г/м, 500 листов в пачке";;14-3882
4907;"Канцелярские товары|Штемпельная продукция|Печати круглые самонаборные
Канцелярские товары";"Печать самонаборная круглая Colop R40/1,5 SET d=40 мм, касса А";;14-3885
4908;"Канцелярские товары|Штемпельная продукция|Датеры
Канцелярские товары";"Датер-мини автоматический Colop S120 BANK пластиковый шрифт 3,8 мм месяц обозначается буквами";;14-3894
4909;"Канцелярские товары|Штемпельная продукция|Подушки сменные
Канцелярские товары";"Подушка штемпельная сменная E/10 синяя для PRINTER 10, С10, S120, S126, S120/W, S160";;14-3896
4910;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся 97х67,7 мм 8 штук на листе А4 100 листов в упаковке";;14-3897
4911;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки 105х37мм, белые, 16шт. на листе A4, 100 лист.";;14-3903
4912;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся 210х148 мм 2 штуки на листе А4 100 листов в упаковке";;14-3906
4913;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся белые 210х297 мм 1 штука на листе А4 100 листов в упаковке";;14-3907
4914;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся 38х23,5 мм 60 штук на листе А4 100 листов в упаковке";;14-3910
4915;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся 52,5х29,7 мм 40 штук на листе А4 100 листов в упаковке";;14-3919
4916;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся 70х42,3 мм 21 штука на листе А4 100 листов в упаковке";;14-3929
4917;"Канцелярские товары|Демонстрационное оборудование|Демосистемы настенные
Канцелярские товары";"Настенный держатель для планшета Durable Tablet Holder";;14-3930
4918;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся 52,5х21,2 мм 56 штук на листе А4 100 листов в упаковке";;14-3940
4919;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся  67х20,5 мм 42 штуки на листе А4 100 листов в упаковке";;14-3946
4920;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки гелевые автоматические
Канцелярские товары";"Ручка гелевая автоматическая Pilot BL-G2-5, синяя, манжетка, 0,3 мм";;14-3952
4921;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся  70х49,5 мм 18 штук на листе А4 100 листов в упаковке";;14-3964
4922;"Канцелярские товары|Товары для детей|Раскраски
Канцелярские товары";"Книжка-раскраска, А4, 8 листов, 16 страниц";;14-3974
4923;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся белые 105х148 мм 4 штуки на листе А4 100 листов в упаковке";;14-3992
4924;"Бытовая техника и электротовары|Элементы питания|Батарейки
Бытовая техника и электротовары";"Батарейки Duracell LR03 ААА  2 штуки в блистере";;14-3998
4925;"Бытовая техника и электротовары|Элементы питания|Батарейки
Бытовая техника и электротовары";"Батарейки Duracell LR6 АА  2 штуки в блистере";;14-3999
4926;"Канцелярские товары|Демонстрационное оборудование|Аксессуары для досок
Канцелярские товары";"Губка-стиратель для маркерных досок Edding 70x160 мм";;14-4003
4927;"Канцелярские товары|Пишущие принадлежности|Карандаши, грифели|Карандаши механические
Канцелярские товары";"Карандаш механический Pilot H-165, 0,5 мм, синий корпус";;14-4007
4928;"Канцелярские товары|Демонстрационное оборудование|Доски пробковые
Канцелярские товары";"Доска пробковая Infild 30х45 см деревянная рамка";;14-4012
4929;"Канцелярские товары|Демонстрационное оборудование|Доски пробковые
Канцелярские товары";"Доска пробковая Infild 60х90 см деревянная рамка";;14-4016
4930;"Канцелярские товары|Демонстрационное оборудование|Доски пробковые
Канцелярские товары";"Доска пробковая Infild 90х120 см деревянная рамка";;14-4018
4931;"Канцелярские товары|Демонстрационное оборудование|Подставки и накопители демонстрационные
Канцелярские товары";"Подставка для визиток акриловая 95х20 мм";;14-4033
4932;"Канцелярские товары|Демонстрационное оборудование|Информационные таблички
Канцелярские товары";"Информационный стенд настенный Информация А4 пластиковый белый/темно-вишневый 8 отделений";;14-4035
4933;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся белые 105х48 мм 12 штук на листе А4 100 листов в упаковке";;14-4048
4934;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся 48,5х25,4 мм 40 штук на листе А4 100 листов в упаковке";;14-4052
4935;"Канцелярские товары|Штемпельная продукция|Датеры
Канцелярские товары";"Датер автоматический Colop S260-Set 2 строки самонаборный касса А";;14-4054
4936;"Канцелярские товары|Штемпельная продукция|Штампы самонаборные
Канцелярские товары";"Штамп самонаборный Colop Printer 30-Set пластиковый на 5 строк";;14-4061
4937;"Канцелярские товары|Штемпельная продукция|Штампы самонаборные
Канцелярские товары";"Штамп самонаборный Colop Printer C50-Set-F, 69x30 мм, 6/8 строк, 43 знака";;14-4067
4938;"Канцелярские товары|Штемпельная продукция|Краски штемпельные
Канцелярские товары";"Краска штемпельная Colop 801 синяя на водно-глицериновой основе 25 мл";;14-4069
4939;"Канцелярские товары|Штемпельная продукция|Штампы самонаборные
Канцелярские товары";"Штамп самонаборный Colop Printer 55-Set-F пластиковый 10 строк, без рамки 8 строк";;14-4070
4940;"Канцелярские товары|Штемпельная продукция|Печати круглые самонаборные
Канцелярские товары";"Печать самонаборная круглая Colop R40/1 SET, d=40 мм, касса А";;14-4079
4941;"Канцелярские товары|Деловые аксессуары|Бейджи, ленты
Канцелярские товары";"Лента для бейджа с зажимом ширина 9 мм длина 88 см синяя";;14-4089
4942;"Канцелярские товары|Офисные принадлежности|Лотки для бумаг горизонтальные
Канцелярские товары";"Лоток горизонтальный 2-х уровневый ErichKrause, металлический";;14-4092
4943;"Канцелярские товары|Демонстрационное оборудование|Аксессуары для досок
Канцелярские товары";"Спрей для чистки маркерных досок 250 мл";;14-4127
4944;"Канцелярские товары|Демонстрационное оборудование|Аксессуары для досок
Канцелярские товары";"Салфетки для губок для досок запасные 100 штук в упаковке";;14-4134
4945;"Канцелярские товары|Демонстрационное оборудование|Подставки и накопители демонстрационные
Канцелярские товары";"Подставка настольная вертикальная А5 1 отделение 155х170 мм";;14-4136
4946;"Канцелярские товары|Деловые аксессуары|Бейджи, ленты
Канцелярские товары";"Лента для бейджа с карабином ширина 9 мм длина 88 см оранжевая";;14-4155
4947;"Канцелярские товары|Деловые аксессуары|Бейджи, ленты
Канцелярские товары";"Лента для бейджа с карабином ширина 9 мм длина 88 см желтая";;14-4157
4948;"Канцелярские товары|Офисные принадлежности|Калькуляторы
Канцелярские товары";"Калькулятор UNIEL UG-610 16-разрядный";;14-4162
4949;"Канцелярские товары|Офисные принадлежности|Калькуляторы
Канцелярские товары";"Калькулятор Uniel UD-70, 12-разрядный, бухгалтерский";;14-4165
4950;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые
Канцелярские товары";"Ручка шариковая ErichKrause R-301 Orange, синяя, 0,7 мм";;14-4167
4951;"Бумага офисная|Бумага форматная белая|Бумага форматная белая А4|Бумага форматная а4 класса а
Бумага офисная";"Бумага А4 IQ Ultra, 80 г/м, 500 листов в пачке* 5";;14-4178
4952;"Канцелярские товары|Папки из картона и пластика|Папки-конверты на молнии
Канцелярские товары";"Папка-конверт на молнии А4, 120 мкм, прозрачная *24";;14-4181
4953;"Канцелярские товары|Бумажная продукция|Блоки самоклеящиеся|Блоки самоклеящиеся 50 х 50
Канцелярские товары";"Блок самоклеящийся 51х51 мм, 5 цветов неон/пастель, 250 листов";;14-4199
4954;"Канцелярские товары|Пишущие принадлежности|Корректирующие средства|Корректирующие ручки, карандаши
Канцелярские товары";"Ручка корректор ErichKrause ARCTIC WHITE, 10 мл";;14-4224
4955;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Маркеры меловые
Канцелярские товары";"Маркер меловой на водной основе UNI, белый, овальный, 1,8-2,5 мм, PWE-5M";;14-4243
4956;"Канцелярские товары|Бумажная продукция|Тетради|Тетради 40-48 листов
Канцелярские товары";"Тетрадь А4, Путешествия, 48 листов, клетка, обложка глянец, на скрепке";;14-4285
4957;"Канцелярские товары|Бумажная продукция|Блоки самоклеящиеся|Блоки самоклеящиеся 75 х 75
Канцелярские товары";"Блок самоклеящийся 75х75 мм, зелёный, 100 листов";;14-4293
4958;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Маркеры перманентные
Канцелярские товары";"Набор перманентных маркеров ""2846"" 4цв., пулевидный, 1мм, блистер *2";;14-4297
4959;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые автоматические
Канцелярские товары";"Ручка шариковая автоматическая Pilot BPRK-10M, масляная, черная, 0,32 мм";;14-4303
4960;"Канцелярские товары|Папки из картона и пластика|Файлы с перфорацией
Канцелярские товары";"Папка файл-вкладыш расширенный, 180 мкм, с клапаном, 2308, 5 шт/уп";;14-4321
4961;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Маркеры меловые
Канцелярские товары";"Маркер меловой на водной основе UNI, белый, до 8,0 мм, PWE-8K";;14-4324
4962;"Канцелярские товары|Папки из картона и пластика|Папки подвесные
Канцелярские товары";"Ярлычки для подвесных папок Esselte пластиковые, 50 мм, 25 штук в упаковке";;14-4334
4963;"Принадлежности для касс и торговли|Инкассаторское оборудование
Принадлежности для касс и торговли";"Набор брелков для ключей с инфо-окном Durable Key Clip, 6 штук";;14-4339
4964;"Канцелярские товары|Папки из картона и пластика|Папки-уголки
Канцелярские товары";"Папка-уголок А4, 150 мкм, желтая";;14-4357
4965;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые
Канцелярские товары";"Ручка шариковая BiC Round Stic Exact, черная, 0,35 мм";;14-4370
4966;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Маркеры перманентные
Канцелярские товары";"Набор маркеров перманентных, 4 шт/цвета, пулевидных, 2,5-3,5 мм, P-11";;14-4386
4967;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Текстовыделители
Канцелярские товары";"Текстовыделитель, зелёный, 1-4 мм, H-4";;14-4391
4968;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Текстовыделители
Канцелярские товары";"Текстовыделитель, синий, 1-4 мм, H-4";;14-4392
4969;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые автоматические
Канцелярские товары";"Ручка шариковая автоматическая Pilot BPRK-10M, синяя, 0,32 мм";;14-4403
4970;"Канцелярские товары|Офисные принадлежности|Этикетки самоклеящиеся
Канцелярские товары";"Этикетки самоклеящиеся, 105х74 мм, 8 штук на листе А4, ProMega Label, 25 листов в упаковке";;14-4406
4971;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые автоматические
Канцелярские товары";"Ручка шариковая автоматическая Pilot BPRG-10R-F Rex Grip, черная, манжетка, 0,32 мм, масляная";;14-4413
4972;"Канцелярские товары|Демонстрационное оборудование|Демосистемы напольные
Канцелярские товары";"Демосистема напольная Mega Office черная 10 панелей";;14-4423
4973;"Канцелярские товары|Пишущие принадлежности|Маркеры, текстовыделители|Маркеры- краски (лаковые)
Канцелярские товары";"Маркер лаковый MunHwa, белый, 4 мм, нитро краска";;14-4432
4974;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы виниловые 50 мм
Канцелярские товары";"Папка-регистратор 50 мм винил, черная";;14-4437
4975;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы виниловые 50 мм
Канцелярские товары";"Папка-регистратор 50 мм, красная, винил";;14-4438
4976;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы виниловые 50 мм
Канцелярские товары";"Папка-регистратор 50 мм, синяя, винил";;14-4439
4977;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы виниловые 50 мм
Канцелярские товары";"Папка-регистратор 50 мм, зеленая, винил";;14-4440
4978;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы виниловые 70-125 мм
Канцелярские товары";"Папка-регистратор 75 мм, зеленая, винил";;14-4441
4979;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы виниловые 70-125 мм
Канцелярские товары";"Папка-регистратор 75 мм, красная, винил";;14-4442
4980;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы виниловые 70-125 мм
Канцелярские товары";"Папка-регистратор 75 мм, синяя, винил";;14-4443
4981;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы виниловые 70-125 мм
Канцелярские товары";"Папка-регистратор 75 мм, черная, винил";;14-4444
4982;"Канцелярские товары|Штемпельная продукция|Краски штемпельные
Канцелярские товары";"Краска штемпельная Colop 801 зеленая на водно-глицериновой основе 25 мл";;14-4466
4983;"Канцелярские товары|Пишущие принадлежности|Корректирующие средства|Корректирующие ручки, карандаши
Канцелярские товары";"Корректирующий карандаш BiC Tipp-Ex Shake'n Squeeze, 8 мл, металлический наконечник";;14-4468
4984;"Канцелярские товары|Бумажная продукция|Закладки клейкие
Канцелярские товары";"Закладки клейкие, пластиковые 25х45 мм, 25 шт, зеленые";;14-4470
4985;"Канцелярские товары|Бумажная продукция|Закладки клейкие
Канцелярские товары";"Закладки клейкие, пластиковые 25х45мм  25л оранжевые";;14-4471
4986;"Канцелярские товары|Бумажная продукция|Закладки клейкие
Канцелярские товары";"Закладки клейкие, пластиковые, 25х45мм, 25л, розовые";;14-4472
4987;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки гелевые
Канцелярские товары";"Ручка гелевая Pentel K405С, синяя, манжета, 0,25 мм";;14-4479
4988;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки гелевые
Канцелярские товары";"Ручка гелевая Pentel K405С, черная, манжета, 0,25 мм";;14-4480
4989;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые автоматические
Канцелярские товары";"Ручка шариковая автоматическая PENTEL, черная, манжетка, 0,3 мм, BK417-А";;14-4481
4990;"Канцелярские товары|Деловые аксессуары|Бейджи, ленты
Канцелярские товары";"Держатель для бейджа Durable с металлической рулеткой";;14-4531
4991;"Канцелярские товары|Деловые аксессуары|Визитницы
Канцелярские товары";"Картотека Durable Visifix Flip на 400 визиток, вращающаяся, черная/серая";;14-4541
4992;"Канцелярские товары|Офисные принадлежности|Линейки
Канцелярские товары";"Линейка 40 см стальная";;14-4542
4993;"Канцелярские товары|Папки из картона и пластика|Папки-регистраторы|Папки-регистраторы виниловые 70-125 мм
Канцелярские товары";"Папка-регистратор Esselte №1 Power, 75 мм, полипропилен, красный";;14-4546
4994;"Канцелярские товары|Бумажная продукция|Блоки самоклеящиеся|Блоки самоклеящиеся 40 х 50
Канцелярские товары";"Блок самоклеящийся 40х50 мм, пастельно-желтый, 3 блока по 100 листов";;14-4592
4995;"Канцелярские товары|Бумажная продукция|Блоки самоклеящиеся|Блоки самоклеящиеся 40 х 50
Канцелярские товары";"Блок самоклеящийся 40х50 мм, пастельно-голубой, 3 блока по 100 листов";;14-4593
4996;"Канцелярские товары|Бумажная продукция|Блоки самоклеящиеся|Блоки самоклеящиеся 40 х 50
Канцелярские товары";"Блок самоклеящийся 40х50 мм, пастельно-зелёный, 3 блока по 100 листов";;14-4594
4997;"Канцелярские товары|Бумажная продукция|Блоки самоклеящиеся|Блоки самоклеящиеся 40 х 50
Канцелярские товары";"Блок самоклеящийся 40х50 мм, пастельно-розовый, 3 блока по 100 листов *12";;14-4595
4998;"Канцелярские товары|Пишущие принадлежности|Ручки|Ручки шариковые автоматические
Канцелярские товары";"Ручка шариковая автоматическая Berlingo SI-400, синяя, 0,7 мм, грип";;14-4600
4999;"Канцелярские товары|Деловые аксессуары|Бейджи, ленты
Канцелярские товары";"Лента для бейджа с зажимом ширина 9 мм длина 88 см зеленая";;14-4603
5000;"Канцелярские товары|Деловые аксессуары|Бейджи, ленты
Канцелярские товары";"Бейдж Durable Acryl, 40х75 мм, горизонтальный, с магнитным зажимом для карточек";;14-4610
5001;"Канцелярские товары|Конверты и пакеты для писем|Конверты C4 (229x324 мм)
Канцелярские товары";"Конверт С4 (229х324 мм) с отрывной полосой, серая запечатка, 100 штук в упавковке";;14-4615
5002;"Канцелярские товары|Конверты и пакеты для писем|Конверты C4 (229x324 мм)
Канцелярские товары";"Конверт С4 (229х324 мм) ""Куда-Кому"", с отрывной полосой, 100 штук в упаковке";;14-4616
